,anonimized_id,company_id,year,region,headquarters_country,industry,market_cap,employees,revenue,scope_1,scope_2,scope_3,waste_production,waste_recycling,water_consumption,water_withdrawal,energy_consumption,hours_of_training,gender_pay_gap,independent_board_members_percentage,legal_costs_paid_for_controversies,ceo_compensation
7211,e7d4e15a-821f-4670-82ee-54fa29ab008c_2018,e7d4e15a-821f-4670-82ee-54fa29ab008c,2018,Asia / Pacific,China,Trading Companies and Distributors,1973.7,3594.0,28817.89,,,,,,,,,,,,,
7212,37220559-f5a9-4e27-8007-cf8d031c2e16_2020,37220559-f5a9-4e27-8007-cf8d031c2e16,2020,Asia / Pacific,China,Electronic Components,1885.92,5622.0,,,,,,,,,,,,,0.0,
7213,37220559-f5a9-4e27-8007-cf8d031c2e16_2019,37220559-f5a9-4e27-8007-cf8d031c2e16,2019,Asia / Pacific,China,Electronic Components,1885.92,,509.04,,,,,,,,,,,,,
7214,37220559-f5a9-4e27-8007-cf8d031c2e16_2018,37220559-f5a9-4e27-8007-cf8d031c2e16,2018,Asia / Pacific,China,Electronic Components,1885.92,,372.59,,,,,,,,,,,,,
7215,7cdb1677-11a1-407d-b6e2-017809c37066_2020,7cdb1677-11a1-407d-b6e2-017809c37066,2020,Asia / Pacific,Taiwan,Industrial Machinery,1964.02,6316.0,673.11,,121.866,77.277,8970.0,868.0,253128.02,452347.56,244690.0000195752,,,0.33333,0.0,
7216,7cdb1677-11a1-407d-b6e2-017809c37066_2019,7cdb1677-11a1-407d-b6e2-017809c37066,2019,Asia / Pacific,Taiwan,Industrial Machinery,1964.02,6201.0,639.66,8.621,,61.497,8500.0,895.0,,,212810.0000170248,,,0.33333,,
7217,7cdb1677-11a1-407d-b6e2-017809c37066_2018,7cdb1677-11a1-407d-b6e2-017809c37066,2018,Asia / Pacific,Taiwan,Industrial Machinery,1964.02,6976.0,928.42,,124.163,77.277,10112.0,882.0,,,,,,0.33333,,
7218,a8bf9b73-7205-4c13-b17a-0661f0ad296d_2020,a8bf9b73-7205-4c13-b17a-0661f0ad296d,2020,Asia / Pacific,South Korea,Commodity Chemicals,2103.33,,698.02,208036.0,74613.0,,,,5629243.7,5629243.7,,,,,0.0,
7219,a8bf9b73-7205-4c13-b17a-0661f0ad296d_2019,a8bf9b73-7205-4c13-b17a-0661f0ad296d,2019,Asia / Pacific,South Korea,Commodity Chemicals,2103.33,,517.74,,,,,,,,,,,,,
7220,a8bf9b73-7205-4c13-b17a-0661f0ad296d_2018,a8bf9b73-7205-4c13-b17a-0661f0ad296d,2018,Asia / Pacific,South Korea,Commodity Chemicals,2103.33,,493.51,,,,,,,,,,,,,
7221,1dbda20f-c7f5-4455-b9bf-b3a9aaba8257_2020,1dbda20f-c7f5-4455-b9bf-b3a9aaba8257,2020,Asia / Pacific,China,Health Care Supplies,1884.97,911.0,664.38,,,,,,,,,,,,0.0,
7222,1dbda20f-c7f5-4455-b9bf-b3a9aaba8257_2019,1dbda20f-c7f5-4455-b9bf-b3a9aaba8257,2019,Asia / Pacific,China,Health Care Supplies,1884.97,,50.97,,,,,,,,,,,,,
7223,1dbda20f-c7f5-4455-b9bf-b3a9aaba8257_2018,1dbda20f-c7f5-4455-b9bf-b3a9aaba8257,2018,Asia / Pacific,China,Health Care Supplies,1884.97,,42.33,,,,,,,,,,,,,
7224,bd956c07-8674-45a2-9fe5-71f8853348cb_2020,bd956c07-8674-45a2-9fe5-71f8853348cb,2020,Asia / Pacific,China,Industrial Machinery,1718.1,1859.0,316.95,4091.0,10238.0,,,,,,,,,,,
7225,bd956c07-8674-45a2-9fe5-71f8853348cb_2019,bd956c07-8674-45a2-9fe5-71f8853348cb,2019,Asia / Pacific,China,Industrial Machinery,1718.1,,252.05,,,,,,,,,,,,,
7226,bd956c07-8674-45a2-9fe5-71f8853348cb_2018,bd956c07-8674-45a2-9fe5-71f8853348cb,2018,Asia / Pacific,China,Industrial Machinery,1718.1,,241.54,,,,,,,,,,,,,
7227,5197f13b-56c6-4269-9c48-3b6939a25ac1_2020,5197f13b-56c6-4269-9c48-3b6939a25ac1,2020,Asia / Pacific,Japan,Tires and Rubber,2180.86,39298.0,6050.99,,,14033942.0,29718.99986,,,13283000.0,5029810.058735719,,,,0.0,
7228,5197f13b-56c6-4269-9c48-3b6939a25ac1_2019,5197f13b-56c6-4269-9c48-3b6939a25ac1,2019,Asia / Pacific,Japan,Tires and Rubber,2180.86,39233.0,6835.22,,,,,,,,,,,,0.9,
7229,5197f13b-56c6-4269-9c48-3b6939a25ac1_2018,5197f13b-56c6-4269-9c48-3b6939a25ac1,2018,Asia / Pacific,Japan,Tires and Rubber,2180.86,37852.0,6842.36,,,,,,,,,,,,5.98,
7230,79ac7b26-7e4c-4668-8a5f-e46c04969970_2020,79ac7b26-7e4c-4668-8a5f-e46c04969970,2020,Asia / Pacific,China,Electronic Manufacturing Services,1964.45,33735.0,2379.07,6053.0,735613.0,,25073.9994,,6323334.03,12962294.0,1128829.9562014176,,,,0.0,
7231,79ac7b26-7e4c-4668-8a5f-e46c04969970_2019,79ac7b26-7e4c-4668-8a5f-e46c04969970,2019,Asia / Pacific,China,Electronic Manufacturing Services,1964.45,39385.0,2482.27,1994.0,702858.0,,,,,,,,,,,
7232,79ac7b26-7e4c-4668-8a5f-e46c04969970_2018,79ac7b26-7e4c-4668-8a5f-e46c04969970,2018,Asia / Pacific,China,Electronic Manufacturing Services,1964.45,35995.0,2516.61,,604323.0,,,,,,,,,,,
7233,06183a24-2470-414c-a7db-1d826ba37095_2020,06183a24-2470-414c-a7db-1d826ba37095,2020,Asia / Pacific,Japan,Marine Ports and Services,2034.64,4625.0,1755.55,36096.0,71769.0,82440.0,,,553042.34,1070015.09,,,,,0.0,
7234,06183a24-2470-414c-a7db-1d826ba37095_2019,06183a24-2470-414c-a7db-1d826ba37095,2019,Asia / Pacific,Japan,Marine Ports and Services,2034.64,4466.0,1741.2,,,,,,,,,,,,,
7235,06183a24-2470-414c-a7db-1d826ba37095_2018,06183a24-2470-414c-a7db-1d826ba37095,2018,Asia / Pacific,Japan,Marine Ports and Services,2034.64,4463.0,1650.93,,,,,,,,,,,,,
7236,b6141d6a-5e6a-4700-b1f8-f67785f33206_2020,b6141d6a-5e6a-4700-b1f8-f67785f33206,2020,United States and Canada,United States,Auto Parts and Equipment,1783.31,38200.0,6270.33,114756.0,388084.0,,,,4638189.03,,,,,,0.0,
7237,b6141d6a-5e6a-4700-b1f8-f67785f33206_2019,b6141d6a-5e6a-4700-b1f8-f67785f33206,2019,United States and Canada,United States,Auto Parts and Equipment,1783.31,,7606.29,,,,,,,,,,,,,
7238,b6141d6a-5e6a-4700-b1f8-f67785f33206_2018,b6141d6a-5e6a-4700-b1f8-f67785f33206,2018,United States and Canada,United States,Auto Parts and Equipment,1783.31,30900.0,7185.38,,,,,,,,,,,,,
7239,0ebd576f-2074-4994-bc01-cdb97478c289_2020,0ebd576f-2074-4994-bc01-cdb97478c289,2020,Asia / Pacific,South Korea,Electronic Components,1754.66,,395.84,9936.0,42646.0,11603.0,,,,1152080.91,,,,,0.0,
7240,0ebd576f-2074-4994-bc01-cdb97478c289_2019,0ebd576f-2074-4994-bc01-cdb97478c289,2019,Asia / Pacific,South Korea,Electronic Components,1754.66,,405.64,,,,,,,,,,,,,
7241,0ebd576f-2074-4994-bc01-cdb97478c289_2018,0ebd576f-2074-4994-bc01-cdb97478c289,2018,Asia / Pacific,South Korea,Electronic Components,1754.66,,370.1,,,,,,,,,,,,,
7242,b33e2489-44fa-4e68-860f-1f5289af366f_2020,b33e2489-44fa-4e68-860f-1f5289af366f,2020,Asia / Pacific,China,Industrial Machinery,1847.99,2356.0,484.77,,,,,,,,,,,,0.0,
7243,b33e2489-44fa-4e68-860f-1f5289af366f_2019,b33e2489-44fa-4e68-860f-1f5289af366f,2019,Asia / Pacific,China,Industrial Machinery,1847.99,2080.0,758.71,,,,,,,,,,,,,
7244,b33e2489-44fa-4e68-860f-1f5289af366f_2018,b33e2489-44fa-4e68-860f-1f5289af366f,2018,Asia / Pacific,China,Industrial Machinery,1847.99,11306.0,768.1,,,,,,,,,,,,,
7245,4e1de3bc-ccaa-4203-9991-03070aa5ec9c_2020,4e1de3bc-ccaa-4203-9991-03070aa5ec9c,2020,Asia / Pacific,Japan,Railroads,2295.23,9205.0,,2279182.0,,23217.0,,,718895.28,2520654.46,,,,,0.0,
7246,4e1de3bc-ccaa-4203-9991-03070aa5ec9c_2019,4e1de3bc-ccaa-4203-9991-03070aa5ec9c,2019,Asia / Pacific,Japan,Railroads,2295.23,9168.0,1743.03,,,,,,,,,,,,,
7247,4e1de3bc-ccaa-4203-9991-03070aa5ec9c_2018,4e1de3bc-ccaa-4203-9991-03070aa5ec9c,2018,Asia / Pacific,Japan,Railroads,2295.23,,1746.48,,,,,,,,,,,,,
7248,e8ca6aff-be17-4a2b-b0e8-0cf5e957054f_2020,e8ca6aff-be17-4a2b-b0e8-0cf5e957054f,2020,Asia / Pacific,China,Trading Companies and Distributors,1900.99,13844.0,4198.67,,,,,,,,,,,,,
7249,e8ca6aff-be17-4a2b-b0e8-0cf5e957054f_2019,e8ca6aff-be17-4a2b-b0e8-0cf5e957054f,2019,Asia / Pacific,China,Trading Companies and Distributors,1900.99,15353.0,5480.47,,,,,,,,,,,,,
7250,e8ca6aff-be17-4a2b-b0e8-0cf5e957054f_2018,e8ca6aff-be17-4a2b-b0e8-0cf5e957054f,2018,Asia / Pacific,China,Trading Companies and Distributors,1900.99,16229.0,5133.16,,,,,,,,,,,,,
7251,741ce9a1-305b-453d-8b88-a4647e796ad9_2020,741ce9a1-305b-453d-8b88-a4647e796ad9,2020,Europe,Sweden,Health Care Equipment,2022.63,4220.0,1377.44,534.0,1576.0,462741.0,,52.0,325640.78,325640.78,,,,0.7142857143000001,0.0,26238000.0
7252,741ce9a1-305b-453d-8b88-a4647e796ad9_2019,741ce9a1-305b-453d-8b88-a4647e796ad9,2019,Europe,Sweden,Health Care Equipment,2022.63,3897.0,,606.0,,418011.0,,,,,,,,0.0066667,,15027000.0
7253,741ce9a1-305b-453d-8b88-a4647e796ad9_2018,741ce9a1-305b-453d-8b88-a4647e796ad9,2018,Europe,Sweden,Health Care Equipment,2022.63,3716.0,1091.78,639.0,,544710.0,,,,,,,,0.0066667,,16666000.0
7254,7a1c6465-b0d9-4c33-974a-b5bd2f458d44_2020,7a1c6465-b0d9-4c33-974a-b5bd2f458d44,2020,Europe,United Kingdom,Specialty Stores,1724.75,14000.0,1223.71,6025.0,21005.0,4696.0,3449.0,,343000.0,206325.96,104083.0,,0.0,0.71,,533000.0
7255,7a1c6465-b0d9-4c33-974a-b5bd2f458d44_2019,7a1c6465-b0d9-4c33-974a-b5bd2f458d44,2019,Europe,United Kingdom,Specialty Stores,1724.75,13024.0,1674.36,2653.0,22192.0,6940.0,,4108.0,,,90314.0,,1.0,0.67,1.0,
7256,7a1c6465-b0d9-4c33-974a-b5bd2f458d44_2018,7a1c6465-b0d9-4c33-974a-b5bd2f458d44,2018,Europe,United Kingdom,Specialty Stores,1724.75,13296.0,1512.56,2659.0,21724.0,6430.0,4562.0,3973.0,,,86802.0,,1.0,0.67,,2879000.0
7257,b93620e0-b7c7-4fd2-894f-4acc3f54a15f_2020,b93620e0-b7c7-4fd2-894f-4acc3f54a15f,2020,United States and Canada,United States,Biotechnology,2049.56,449.0,1.5,1136.0,1145.0,8.0,,,,72785.53,,,,,0.43,
7258,b93620e0-b7c7-4fd2-894f-4acc3f54a15f_2019,b93620e0-b7c7-4fd2-894f-4acc3f54a15f,2019,United States and Canada,United States,Biotechnology,2049.56,265.0,2.64,,,,,,,,,,,,,
7259,b93620e0-b7c7-4fd2-894f-4acc3f54a15f_2018,b93620e0-b7c7-4fd2-894f-4acc3f54a15f,2018,United States and Canada,United States,Biotechnology,2049.56,,2.79,,,,,,,,,,,,,
7260,688ef16e-3a61-4bd6-ad1c-80f775db1b97_2020,688ef16e-3a61-4bd6-ad1c-80f775db1b97,2020,United States and Canada,United States,Data Processing and Outsourced Services,1713.13,7531.0,1177.21,3316.0,,73551.0,,,144893.22,396886.76,,,,,13.09,
7261,688ef16e-3a61-4bd6-ad1c-80f775db1b97_2019,688ef16e-3a61-4bd6-ad1c-80f775db1b97,2019,United States and Canada,United States,Data Processing and Outsourced Services,1713.13,9250.0,3507.53,,,,,,,,,,,,,
7262,688ef16e-3a61-4bd6-ad1c-80f775db1b97_2018,688ef16e-3a61-4bd6-ad1c-80f775db1b97,2018,United States and Canada,United States,Data Processing and Outsourced Services,1713.13,,3412.2,,,,,,,,,,,,,
7263,96282fe8-a049-4cb9-9008-c8ad0a49eec1_2020,96282fe8-a049-4cb9-9008-c8ad0a49eec1,2020,Asia / Pacific,China,Biotechnology,2074.94,2384.0,236.16,5382.0,5269.0,2981.0,,,,173158.64,,,,,0.0,
7264,96282fe8-a049-4cb9-9008-c8ad0a49eec1_2019,96282fe8-a049-4cb9-9008-c8ad0a49eec1,2019,Asia / Pacific,China,Biotechnology,2074.94,,237.7,,,,,,,,,,,,,
7265,96282fe8-a049-4cb9-9008-c8ad0a49eec1_2018,96282fe8-a049-4cb9-9008-c8ad0a49eec1,2018,Asia / Pacific,China,Biotechnology,2074.94,1993.0,,,,,,,,,,,,,,
7266,66d73b7f-76eb-4646-aba1-af91a1bcaa79_2020,66d73b7f-76eb-4646-aba1-af91a1bcaa79,2020,Asia / Pacific,Japan,Department Stores,2165.62,6579.0,3677.5,15960.0,166606.0,265775.0,,,1931000.0,1931000.0,,,,,0.0,
7267,66d73b7f-76eb-4646-aba1-af91a1bcaa79_2019,66d73b7f-76eb-4646-aba1-af91a1bcaa79,2019,Asia / Pacific,Japan,Department Stores,2165.62,6695.0,3518.5,,,,,,,,,,,,,
7268,66d73b7f-76eb-4646-aba1-af91a1bcaa79_2018,66d73b7f-76eb-4646-aba1-af91a1bcaa79,2018,Asia / Pacific,Japan,Department Stores,2165.62,,3595.59,,,,,,,,,,,,,
7269,dd4eba2a-a134-4d11-80ee-eb5c94e4d479_2020,dd4eba2a-a134-4d11-80ee-eb5c94e4d479,2020,United States and Canada,United States,Application Software,2211.65,1200.0,,274.0,4572.0,2194.0,,,51299.73,51299.73,,,,,,
7270,dd4eba2a-a134-4d11-80ee-eb5c94e4d479_2019,dd4eba2a-a134-4d11-80ee-eb5c94e4d479,2019,United States and Canada,United States,Application Software,2211.65,1100.0,283.69,,,,,,,,,,,,,
7271,dd4eba2a-a134-4d11-80ee-eb5c94e4d479_2018,dd4eba2a-a134-4d11-80ee-eb5c94e4d479,2018,United States and Canada,United States,Application Software,2211.65,,240.37,,,,,,,,,,,,,
7272,ffcdf0ea-ef88-438b-9b9b-50a5a4270921_2020,ffcdf0ea-ef88-438b-9b9b-50a5a4270921,2020,Europe,Switzerland,Technology Distributors,1840.79,,11898.37,258.0,4539.31,13413.83,5323.92,,256840.0,4076430.0,,153218.0,,0.8332999999999999,0.0,3287000.0
7273,ffcdf0ea-ef88-438b-9b9b-50a5a4270921_2019,ffcdf0ea-ef88-438b-9b9b-50a5a4270921,2019,Europe,Switzerland,Technology Distributors,1840.79,4220.0,10692.67,,4815.9,,5640.44,4528.0,96950.0,1946800.0,84683.61,,,0.8332999999999999,,2687000.0
7274,ffcdf0ea-ef88-438b-9b9b-50a5a4270921_2018,ffcdf0ea-ef88-438b-9b9b-50a5a4270921,2018,Europe,Switzerland,Technology Distributors,1840.79,3728.0,9175.71,,5022.34,14590.79,5361.16,4555.28,93620.0,1879590.0,,,,0.8571,1.81,
7275,100c1436-72ee-4746-9534-0b9c87a116e9_2020,100c1436-72ee-4746-9534-0b9c87a116e9,2020,Asia / Pacific,Japan,Auto Parts and Equipment,2155.92,11486.0,2207.39,55464.0,158397.0,394086.0,1.43,,33305.0,33305.0,,,,,0.0,
7276,100c1436-72ee-4746-9534-0b9c87a116e9_2019,100c1436-72ee-4746-9534-0b9c87a116e9,2019,Asia / Pacific,Japan,Auto Parts and Equipment,2155.92,11804.0,2214.22,,,,,,,,,,,,,
7277,100c1436-72ee-4746-9534-0b9c87a116e9_2018,100c1436-72ee-4746-9534-0b9c87a116e9,2018,Asia / Pacific,Japan,Auto Parts and Equipment,2155.92,11587.0,2079.33,,,,,,,,,,,,,
7278,1e644eb2-edf2-4dcf-91f9-4d9aaa5bc33a_2020,1e644eb2-edf2-4dcf-91f9-4d9aaa5bc33a,2020,United States and Canada,United States,Semiconductor Equipment,2102.64,2166.0,612.05,25358.0,55621.0,1420.0,,,158324.03,158324.03,,,,,0.0,
7279,1e644eb2-edf2-4dcf-91f9-4d9aaa5bc33a_2019,1e644eb2-edf2-4dcf-91f9-4d9aaa5bc33a,2019,United States and Canada,United States,Semiconductor Equipment,2102.64,1836.0,520.14,,,,,,,,,,,,,
7280,1e644eb2-edf2-4dcf-91f9-4d9aaa5bc33a_2018,1e644eb2-edf2-4dcf-91f9-4d9aaa5bc33a,2018,United States and Canada,United States,Semiconductor Equipment,2102.64,1676.0,467.39,,,,,,,,,,,,,
7281,06c2441c-613c-4063-80b6-11ff220478c8_2020,06c2441c-613c-4063-80b6-11ff220478c8,2020,Asia / Pacific,Japan,Packaged Foods and Meats,2083.72,,4482.5,326287.0,220494.0,787388.0,47.1,,4117000.0,4117000.0,387.655555586568,37201.0,,,0.0,
7282,06c2441c-613c-4063-80b6-11ff220478c8_2019,06c2441c-613c-4063-80b6-11ff220478c8,2019,Asia / Pacific,Japan,Packaged Foods and Meats,2083.72,15710.0,,,,,,,,,,,,,,
7283,06c2441c-613c-4063-80b6-11ff220478c8_2018,06c2441c-613c-4063-80b6-11ff220478c8,2018,Asia / Pacific,Japan,Packaged Foods and Meats,2083.72,,4353.54,,,,,,,,,,,,,
7284,495d3c49-c37c-4945-8088-cb3b275527e1_2020,495d3c49-c37c-4945-8088-cb3b275527e1,2020,Europe,Germany,Health Care Technology,1774.02,7814.0,869.21,,700000.0,5204.0,295100.0,107500.0,,59300000.0,,262870.0,,0.0085714,,5636485.0
7285,495d3c49-c37c-4945-8088-cb3b275527e1_2019,495d3c49-c37c-4945-8088-cb3b275527e1,2019,Europe,Germany,Health Care Technology,1774.02,5627.0,770.43,19500000.0,1000000.0,195165000.0,431300.0,130400.0,,,,,,0.0090908999999999,,4021138.0
7286,495d3c49-c37c-4945-8088-cb3b275527e1_2018,495d3c49-c37c-4945-8088-cb3b275527e1,2018,Europe,Germany,Health Care Technology,1774.02,4955.0,735.65,,,180179000.0,353100.0,,,,67032000.00536256,283000.0,,0.0091667,,4193700.0
7287,c2ee6549-70d7-4833-8182-e734501ee18c_2020,c2ee6549-70d7-4833-8182-e734501ee18c,2020,Asia / Pacific,India,Industrial Machinery,1632.23,2247.0,216.21,,,,,,,,,,,,,
7288,c2ee6549-70d7-4833-8182-e734501ee18c_2019,c2ee6549-70d7-4833-8182-e734501ee18c,2019,Asia / Pacific,India,Industrial Machinery,1632.23,2195.0,220.23,,,,,,,,,,,,,
7289,c2ee6549-70d7-4833-8182-e734501ee18c_2018,c2ee6549-70d7-4833-8182-e734501ee18c,2018,Asia / Pacific,India,Industrial Machinery,1632.23,2026.0,189.58,,,,,,,,,,,,,
7290,a1d646cf-4e56-44d6-b241-b20bedf336da_2020,a1d646cf-4e56-44d6-b241-b20bedf336da,2020,Asia / Pacific,Taiwan,Semiconductors,2078.39,,223.32,4825.0,10457.0,5152.0,,,124143.85,463393.15,,,,,0.0,
7291,a1d646cf-4e56-44d6-b241-b20bedf336da_2019,a1d646cf-4e56-44d6-b241-b20bedf336da,2019,Asia / Pacific,Taiwan,Semiconductors,2078.39,,136.66,,,,,,,,,,,,,
7292,a1d646cf-4e56-44d6-b241-b20bedf336da_2018,a1d646cf-4e56-44d6-b241-b20bedf336da,2018,Asia / Pacific,Taiwan,Semiconductors,2078.39,,108.86,,,,,,,,,,,,,
7293,b3da57da-7c3c-4e16-9fdf-fbce0bda8d20_2020,b3da57da-7c3c-4e16-9fdf-fbce0bda8d20,2020,Asia / Pacific,China,Diversified Real Estate Activities,1663.17,737.0,612.84,,,,,,,,,,,,0.04,
7294,b3da57da-7c3c-4e16-9fdf-fbce0bda8d20_2019,b3da57da-7c3c-4e16-9fdf-fbce0bda8d20,2019,Asia / Pacific,China,Diversified Real Estate Activities,1663.17,876.0,400.26,,,,,,,,,,,,,
7295,b3da57da-7c3c-4e16-9fdf-fbce0bda8d20_2018,b3da57da-7c3c-4e16-9fdf-fbce0bda8d20,2018,Asia / Pacific,China,Diversified Real Estate Activities,1663.17,,290.25,,,,,,,,,,,,,
7296,9dc663f2-f418-42d2-9fa7-315668dec5af_2020,9dc663f2-f418-42d2-9fa7-315668dec5af,2020,Asia / Pacific,India,Advertising,2051.07,287.0,39.72,,,,,,,,,,,,,
7297,9dc663f2-f418-42d2-9fa7-315668dec5af_2019,9dc663f2-f418-42d2-9fa7-315668dec5af,2019,Asia / Pacific,India,Advertising,2051.07,232.0,29.48,,,,,,,,,,,,,
7298,9dc663f2-f418-42d2-9fa7-315668dec5af_2018,9dc663f2-f418-42d2-9fa7-315668dec5af,2018,Asia / Pacific,India,Advertising,2051.07,187.0,9.99,,,,,,,,,,,,,
7299,8757f6f7-3477-41ab-8b6b-abb7c98e64ab_2020,8757f6f7-3477-41ab-8b6b-abb7c98e64ab,2020,Asia / Pacific,China,Packaged Foods and Meats,2028.81,,,185372.0,,,289000.0,,5030362.55,9373411.99,10638099.609184382,,,,,
7300,8757f6f7-3477-41ab-8b6b-abb7c98e64ab_2019,8757f6f7-3477-41ab-8b6b-abb7c98e64ab,2019,Asia / Pacific,China,Packaged Foods and Meats,2028.81,12125.0,3131.79,,,,,,,,,,,,,
7301,8757f6f7-3477-41ab-8b6b-abb7c98e64ab_2018,8757f6f7-3477-41ab-8b6b-abb7c98e64ab,2018,Asia / Pacific,China,Packaged Foods and Meats,2028.81,,2912.8,,,,,,,,,,,,,
7302,156bc9ce-7ca1-41a9-80cf-a8bd8c9f0dbd_2020,156bc9ce-7ca1-41a9-80cf-a8bd8c9f0dbd,2020,Asia / Pacific,India,Personal Products,2042.31,576.0,196.84,2968.0,2792.0,41720.0,,,,268979.02,,,,0.444444008,0.0,
7303,156bc9ce-7ca1-41a9-80cf-a8bd8c9f0dbd_2019,156bc9ce-7ca1-41a9-80cf-a8bd8c9f0dbd,2019,Asia / Pacific,India,Personal Products,2042.31,573.0,,,,,,,,,,,,,,
7304,156bc9ce-7ca1-41a9-80cf-a8bd8c9f0dbd_2018,156bc9ce-7ca1-41a9-80cf-a8bd8c9f0dbd,2018,Asia / Pacific,India,Personal Products,2042.31,,196.58,,,,,,,,,,,,,
7305,9945a08c-902f-468f-99cf-1aeddeeaef21_2020,9945a08c-902f-468f-99cf-1aeddeeaef21,2020,Asia / Pacific,Indonesia,Construction Materials,2068.69,4993.0,870.44,10649.5,431.519,222797.0,8226.0,6557.0,5910080.0,,12434600.000994768,97547.0,,0.33333,0.0,
7306,9945a08c-902f-468f-99cf-1aeddeeaef21_2019,9945a08c-902f-468f-99cf-1aeddeeaef21,2019,Asia / Pacific,Indonesia,Construction Materials,2068.69,5246.0,978.13,8137.15,678.096,,11198.0,9525.0,,,,,,0.33333,,
7307,9945a08c-902f-468f-99cf-1aeddeeaef21_2018,9945a08c-902f-468f-99cf-1aeddeeaef21,2018,Asia / Pacific,Indonesia,Construction Materials,2068.69,5684.0,932.17,8611.58,861.157,,19427.0,17945.0,,,,160463.0,,0.33333,,
7308,fa14667b-a76c-46c6-94fa-793b9b70e68e_2020,fa14667b-a76c-46c6-94fa-793b9b70e68e,2020,Asia / Pacific,Thailand,Packaged Foods and Meats,2280.13,14319.0,3632.27,305768.0,154089.0,380932.0,,,4458255.04,,,,,,0.0,
7309,fa14667b-a76c-46c6-94fa-793b9b70e68e_2019,fa14667b-a76c-46c6-94fa-793b9b70e68e,2019,Asia / Pacific,Thailand,Packaged Foods and Meats,2280.13,14319.0,3464.18,,,,,,,,,,,,,
7310,fa14667b-a76c-46c6-94fa-793b9b70e68e_2018,fa14667b-a76c-46c6-94fa-793b9b70e68e,2018,Asia / Pacific,Thailand,Packaged Foods and Meats,2280.13,,3656.47,,,,,,,,,,,,,
7311,576fed4b-288f-4cc0-b70e-dae8f51da075_2020,576fed4b-288f-4cc0-b70e-dae8f51da075,2020,Asia / Pacific,Japan,IT Consulting and Other Services,2238.23,7830.0,2387.83,,14107.0,33290.0,0.43,,431586.83,875490.94,,492507.0,,,0.0,
7312,576fed4b-288f-4cc0-b70e-dae8f51da075_2019,576fed4b-288f-4cc0-b70e-dae8f51da075,2019,Asia / Pacific,Japan,IT Consulting and Other Services,2238.23,7740.0,2291.83,,,,,,,,,,,,,
7313,576fed4b-288f-4cc0-b70e-dae8f51da075_2018,576fed4b-288f-4cc0-b70e-dae8f51da075,2018,Asia / Pacific,Japan,IT Consulting and Other Services,2238.23,7817.0,,,,,,,,,,,,,,
7314,9eb6ee77-5bd3-4072-a8bc-00fb530e7176_2020,9eb6ee77-5bd3-4072-a8bc-00fb530e7176,2020,Asia / Pacific,China,Pharmaceuticals,2038.33,9284.0,1893.7,,,,,,,,,,,,0.0,
7315,9eb6ee77-5bd3-4072-a8bc-00fb530e7176_2019,9eb6ee77-5bd3-4072-a8bc-00fb530e7176,2019,Asia / Pacific,China,Pharmaceuticals,2038.33,9235.0,2650.03,,,,,,,,,,,,,
7316,9eb6ee77-5bd3-4072-a8bc-00fb530e7176_2018,9eb6ee77-5bd3-4072-a8bc-00fb530e7176,2018,Asia / Pacific,China,Pharmaceuticals,2038.33,,2509.32,,,,,,,,,,,,,
7317,ee82c834-87e1-40f6-a6f0-2a7bc3d341d7_2020,ee82c834-87e1-40f6-a6f0-2a7bc3d341d7,2020,Asia / Pacific,China,Construction Machinery and Heavy Trucks,1914.29,,3678.07,,,,,,,,,,,,,
7318,ee82c834-87e1-40f6-a6f0-2a7bc3d341d7_2019,ee82c834-87e1-40f6-a6f0-2a7bc3d341d7,2019,Asia / Pacific,China,Construction Machinery and Heavy Trucks,1914.29,13587.0,3222.97,,,,,,,,,,,,,
7319,ee82c834-87e1-40f6-a6f0-2a7bc3d341d7_2018,ee82c834-87e1-40f6-a6f0-2a7bc3d341d7,2018,Asia / Pacific,China,Construction Machinery and Heavy Trucks,1914.29,14990.0,3354.55,,,,,,,,,,,,,
7320,2a342423-85b2-47c0-b947-6739bda810ee_2020,2a342423-85b2-47c0-b947-6739bda810ee,2020,Asia / Pacific,China,Electronic Equipment and Instruments,1683.79,1600.0,233.99,,,,,,,,,,,,0.0,
7321,2a342423-85b2-47c0-b947-6739bda810ee_2019,2a342423-85b2-47c0-b947-6739bda810ee,2019,Asia / Pacific,China,Electronic Equipment and Instruments,1683.79,1116.0,175.44,,,,,,,,,,,,,
7322,2a342423-85b2-47c0-b947-6739bda810ee_2018,2a342423-85b2-47c0-b947-6739bda810ee,2018,Asia / Pacific,China,Electronic Equipment and Instruments,1683.79,955.0,140.2,,,,,,,,,,,,,
7323,36bd4c11-f256-4776-8549-131ff3363ce2_2020,36bd4c11-f256-4776-8549-131ff3363ce2,2020,Europe,United Kingdom,Airlines,1677.86,10357.0,4296.41,2275000.0,838511.0,119.0,,448332.0,176094.29,236396.69,1965038.889046092,3874270.0,,,,835000.0
7324,36bd4c11-f256-4776-8549-131ff3363ce2_2019,36bd4c11-f256-4776-8549-131ff3363ce2,2019,Europe,United Kingdom,Airlines,1677.86,11000.0,3552.95,,,,518712.0,,,,1929480.0001543583,,,0.6,1.24,1151000.0
7325,36bd4c11-f256-4776-8549-131ff3363ce2_2018,36bd4c11-f256-4776-8549-131ff3363ce2,2018,Europe,United Kingdom,Airlines,1677.86,8411.0,2852.52,,,211837.0,479328.0,,585910.0,,,,,0.44444,,
